所在城市,所在区县,所在街道或地区,小区名称,面积,租赁方式,朝向,月租,计费方式,室,厅,卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,采暖
宝鸡,渭滨,高新区,山水文苑,90,整租,南,1900,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,7,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,高新永泰茗苑,59,整租,北,1800,,3,1,2,随时入住,暂无数据,需提前预约,中楼层,8,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,55,整租,西,1200,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,长岭祥和小区,60,整租,南,700,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,来福大厦,46,整租,南,1400,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,17,有,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
宝鸡,渭滨,高新区,万润国际广场,50,整租,南,1500,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,东方大厦,41,整租,东,1250,,1,0,1,随时入住,暂无数据,需提前预约,中楼层,17,有,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
宝鸡,渭滨,高新区,万润国际广场,57,整租,南,1500,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,东方大厦,41,整租,西,1300,半年付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,17,有,租用车位,暂无数据,暂无数据,暂无数据,集中供暖
宝鸡,金台,火车站,寶隆華錦,42,整租,北,1200,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,火车站,寶隆華錦,48,整租,南,1200,,1,1,1,随时入住,暂无数据,需提前预约,低楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,华厦·世界城,41,整租,西,1400,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,21,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,万润国际广场,42,整租,南,1500,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,25,有,暂无数据,民水,商电,有,集中供暖
宝鸡,渭滨,高新区,来福大厦,50,整租,南,1500,季付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,17,有,暂无数据,民水,民电,暂无数据,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,93,整租,南,1800,半年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,26,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,天上人间都市花园,121,整租,南,1800,,2,1,2,随时入住,1年以内,需提前预约,中楼层,10,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,61,整租,西,1200,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,三迪,三迪国际公寓,35,整租,南,1200,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,三迪,三迪国际公寓,35,整租,东,1200,半年付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,27,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,40,整租,南,1300,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,55,整租,东,1300,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,暂无数据,暂无数据,无,集中供暖
宝鸡,金台,三迪,三迪国际公寓,43,整租,西,1200,半年付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,40,整租,南,1200,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,三迪,三迪国际公寓,51,整租,南,1300,半年付价,1,0,1,随时入住,1年以内,需提前预约,中楼层,27,有,租用车位,民水,民电,无,集中供暖
宝鸡,金台,大庆路,天然气总公司东区家属院,110,整租,南,1500,,2,2,2,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,轩苑新城,94,整租,南,1500,半年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,6,无,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,宝石明德沁园,108,整租,南,1800,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,61,整租,南,1300,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,60,整租,南,1300,半年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,27,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,61,整租,南,1300,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,壹号大院,133,整租,南,1900,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,轩苑新城,94,整租,南,1500,半年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,6,无,租用车位,民水,民电,有,集中供暖
宝鸡,金台,新福路,豪城天下F区,111,未知,南,1500,,3,2,1,暂无数据,暂无数据,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,香榭里街区,96,整租,南,1800,,2,1,1,随时入住,2年以内,需提前预约,高楼层,31,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,116,整租,南,1600,年付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,50,整租,南,1600,,2,2,1,随时入住,暂无数据,一般下班后可看,低楼层,16,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,中粮国际,113,整租,南,1500,半年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,东岭新时代(金台区),127,整租,南,1500,季付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,7,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,幸福里,103,整租,南,1500,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,32,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,豪城天下B区,90,整租,南,1400,年付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,中房华源大厦,61,整租,南,1500,,1,0,0,随时入住,暂无数据,需提前预约,低楼层,15,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,宏运警苑,39,整租,东,1500,,1,0,1,随时入住,1年以内,需提前预约,高楼层,13,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,五洲现代城,103,整租,南,1500,半年付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,28,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪家居广场,56,整租,南,1250,,1,1,1,随时入住,暂无数据,需提前预约,低楼层,24,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,新起点家园B区,45,整租,南,1450,,1,1,1,随时入住,1年以内,需提前预约,高楼层,16,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,华厦·世界城,38,整租,南,1800,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,21,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,40,整租,南,1200,半年付价,1,0,1,随时入住,3年以内,需提前预约,高楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,35,整租,东,1200,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,三迪,三迪国际公寓,55,整租,东,1300,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,东岭新时代(金台区),121,整租,南,1500,半年付价,3,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,清姜东一路9号院,80,整租,南,1600,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,在水一方,141,整租,西,1900,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,28,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,新烽火盛華園,167,整租,南,1800,,4,2,2,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,轩苑世家Ⅱ期,106,整租,西,1480,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,33,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟二组小区,94,整租,西,1500,半年付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,32,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,水木清華,112,整租,南,1800,,2,2,2,随时入住,暂无数据,需提前预约,中楼层,16,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,天同国际,85,整租,东,1600,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,团结花园A区,118,整租,南,1500,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,市民中心,141,整租,南,1500,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,31,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,火车站,天同国际,77,整租,南,1550,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,锦御华府,91,整租,南,1600,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,紫金名门,95,整租,南,1600,,2,1,0,随时入住,暂无数据,需提前预约,中楼层,32,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,中粮国际,115,整租,南,1400,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,宝铁货场路高层住宅小区,125,整租,南,1700,,3,2,1,随时入住,暂无数据,需提前预约,中楼层,28,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,天同国际,100,整租,南,1800,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,香榭里街区,99,整租,东,1600,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,盛世观邸,103,整租,南,1400,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,天上人间都市花园,126,整租,南,1600,,2,2,2,随时入住,暂无数据,需提前预约,高楼层,12,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,宝鸡供电局东区家属院,96,整租,南,1400,年付价,3,2,1,随时入住,1年以内,需提前预约,中楼层,7,无,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,宝隆御邸,140,整租,南,1800,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,18,有,暂无数据,暂无数据,民电,有,集中供暖
宝鸡,渭滨,高新区,樸西佳苑,132,整租,南,1600,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,24,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,水木清華,46,整租,东,1400,半年付价,1,1,1,随时入住,1年以内,需提前预约,低楼层,26,有,租用车位,民水,民电,无,集中供暖
宝鸡,金台,三迪,三迪国际公寓,60,整租,南,1200,半年付价,1,0,0,随时入住,2年以内,需提前预约,中楼层,27,有,租用车位,民水,民电,无,集中供暖
宝鸡,金台,大庆路,万祥尚锦,100,整租,南,1400,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,28,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,进新花园,104,整租,南,1400,,3,2,1,随时入住,暂无数据,需提前预约,低楼层,31,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,世纪景元,105,整租,南,1700,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,31,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,城市枫景,113,整租,南,1900,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,天同国际,100,整租,南,1600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,南山明珠,133,整租,南,600,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,汉新小区,120,整租,西,1800,,3,2,1,随时入住,暂无数据,一般下班后可看,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,火车站,嘉隆国际,84,整租,北,1700,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,22,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,陈仓园,东岭南路3号院,105,整租,南,1400,半年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,自采暖
宝鸡,金台,大庆路,泰森千禧时代小区,110,整租,南,1350,,3,1,1,随时入住,暂无数据,需提前预约,中楼层,33,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,三迪,三迪国际公寓,61,整租,南,1198,,1,0,1,随时入住,暂无数据,需提前预约,高楼层,25,有,暂无数据,民水,民电,无,集中供暖
宝鸡,渭滨,高新区,水木清華,46,整租,南,1400,,1,0,1,随时入住,1年以内,需提前预约,中楼层,26,有,暂无数据,民水,民电,无,集中供暖
宝鸡,渭滨,高新区,华厦·世界城,61,整租,南,1750,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,21,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,三迪,三迪国际公寓,73,整租,南,1500,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,陈仓园,马营九华园,108,整租,南,1400,半年付价,2,2,1,随时入住,1年以内,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,宏泰茗苑,96,整租,南,1400,,2,2,1,随时入住,1年以内,需提前预约,低楼层,27,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,经纬花园,96,整租,南,1350,半年付价,2,2,2,随时入住,2年以内,需提前预约,低楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,新福路,轩苑盛世二期D区,124,整租,南,1500,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,三迪,三迪·世纪新城塞纳丽,78,整租,南,1500,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,幸福里,125,整租,南,1400,年付价,3,2,2,随时入住,1年以内,需提前预约,中楼层,30,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,50,整租,南,1600,,1,1,1,随时入住,暂无数据,需提前预约,中楼层,26,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,三迪,轩苑公寓,48,整租,南,1400,半年付价,1,1,1,随时入住,暂无数据,需提前预约,低楼层,27,有,租用车位,民水,民电,无,集中供暖
宝鸡,金台,大庆路,泰森千禧时代小区,113,整租,南,800,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,32,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,大庆路,团结花园D区,25,整租,南,400,,1,0,0,随时入住,暂无数据,需提前预约,低楼层,17,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,华星雅典园小区,90,整租,南,1400,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,华夏盛世佳园,74,整租,东,1900,半年付价,1,1,1,随时入住,1年以内,需提前预约,高楼层,26,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,城市枫景,67,整租,北,1600,,1,1,1,随时入住,暂无数据,需提前预约,高楼层,26,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,瀚林华府,92,整租,南,1500,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,虹桥高新花园,121,整租,南,1800,半年付价,3,2,1,随时入住,2年以内,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,高新佳园三期,102,整租,南,1650,,3,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,万润城市花园,102,整租,南,1800,年付价,2,1,1,随时入住,1年以内,需提前预约,高楼层,6,无,租用车位,民水,民电,有,集中供暖
宝鸡,金台,大庆路,工农新苑,125,整租,东,1500,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,西关,宝福路177号,93,整租,南,1500,,2,2,1,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,左岸新城,106,整租,南,1800,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟二组小区,92,整租,南,500,,2,2,1,随时入住,1年以内,需提前预约,低楼层,32,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,上马营,上馬营東二小區,48,整租,南,900,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,群众路,尚枫嘉苑,110,整租,北,1400,半年付价,2,1,1,随时入住,1年以内,需提前预约,低楼层,19,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,人民法院家属院,98,整租,南,900,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,清姜,烽火五现场小区,60,整租,南,650,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,清姜,金山电子设备厂家属院,86,整租,南,1300,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,联盟花园南区,123,整租,南,1400,,2,2,1,20200801,暂无数据,需提前预约,中楼层,16,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,盛世花园,143,整租,南,800,半年付价,3,2,2,随时入住,暂无数据,需提前预约,低楼层,24,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,上马营,宝鸡机床集团公司住宅二区,135,整租,南,1400,半年付价,3,2,2,随时入住,1年以内,需提前预约,高楼层,7,无,租用车位,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,上马营,宝鸡机床集团公司住宅二区,135,整租,南,1500,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,三迪,轩苑公寓,50,整租,南,1500,,1,0,1,随时入住,暂无数据,需提前预约,低楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,渭滨,高新区,九龙新城,47,整租,南,1700,半年付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,18,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,陈仓园,东岭新时代二期,97,整租,南,1500,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,32,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,九华园,130,整租,南,1600,半年付价,3,2,2,随时入住,3年以内,需提前预约,中楼层,7,无,租用车位,民水,民电,有,集中供暖
宝鸡,金台,大庆路,西建国际福慧城,77,整租,西,1400,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,33,有,暂无数据,暂无数据,暂无数据,暂无数据,集中供暖
宝鸡,渭滨,高新区,田丰高新国际,103,整租,南,1600,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,49,整租,北,1750,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,16,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,渭水苑B区,128,整租,南,1700,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,世纪景元,133,整租,南,1900,,3,2,2,随时入住,2年以内,需提前预约,高楼层,33,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,山水文苑,70,整租,南,1600,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,新福路,金利苑二期,16,整租,北,400,半年付价,1,0,1,随时入住,1年以内,需提前预约,低楼层,24,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,东方一品,118,整租,南,1600,半年付价,3,2,2,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,跃进北区,100,整租,南,1500,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,28,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,九龙新城,47,整租,南,1800,半年付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,18,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,三迪,轩苑公寓,50,整租,南,1500,半年付价,1,1,1,随时入住,1年以内,需提前预约,中楼层,27,有,暂无数据,民水,民电,无,集中供暖
宝鸡,金台,陈仓园,軒苑世家一期,103,整租,南,1400,,2,2,1,随时入住,暂无数据,需提前预约,高楼层,33,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,银座大厦,90,整租,北,1600,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,20,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,戴家湾小区,140,整租,南,1500,,3,2,1,随时入住,暂无数据,需提前预约,低楼层,27,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,石坝河小区(石坝河街),140,整租,南,1600,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,6,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,盛华大厦,100,整租,南,1600,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,23,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,92,整租,南,1800,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,24,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,嘉隆国际,86,整租,东,1700,,3,1,1,随时入住,暂无数据,需提前预约,高楼层,22,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,上马营,联盟二组小区,132,整租,东,1400,,3,2,2,随时入住,暂无数据,需提前预约,低楼层,32,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,渭滨,高新区,高新小区,110,整租,西,1600,季付价,2,2,1,随时入住,1年以内,需提前预约,低楼层,29,有,租用车位,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,城市公馆,67,整租,南,1900,,2,1,1,随时入住,暂无数据,需提前预约,高楼层,18,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,宝石明德沁园,109,整租,北,1800,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,尚浦锦园,92,整租,南,1600,,2,2,1,随时入住,1年以内,需提前预约,中楼层,28,无,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,田丰高新国际,98,整租,南,1900,,2,2,1,随时入住,暂无数据,一般下班后可看,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,新福路,豪城C天下,138,整租,南,1500,,3,2,2,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,大庆路,泰森千禧时代小区,120,整租,南,1400,半年付价,3,2,1,随时入住,1年以内,需提前预约,中楼层,33,无,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
宝鸡,金台,三迪,三迪国际公寓,73,整租,南,1400,年付价,2,1,1,随时入住,1年以内,需提前预约,中楼层,27,有,租用车位,民水,民电,有,集中供暖
宝鸡,金台,三迪,光明小区A区,98,整租,南,1500,,2,1,1,随时入住,暂无数据,需提前预约,低楼层,33,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,金台,三迪,光明小区A区,98,整租,南,1400,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,33,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,120,整租,东,1700,,3,2,2,随时入住,暂无数据,需提前预约,高楼层,16,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,阳光上东,99,整租,南,1600,,2,2,2,随时入住,暂无数据,需提前预约,中楼层,16,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,桥南,西一路三号院,81,整租,南,1580,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,7,无,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,万祥尚锦,96,整租,西,1500,半年付价,2,2,1,随时入住,1年以内,需提前预约,中楼层,28,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,格林春天,84,整租,东,1600,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,11,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,火车站,银座大厦,90,整租,北,1600,,3,2,1,随时入住,暂无数据,需提前预约,高楼层,20,有,暂无数据,民水,民电,有,集中供暖
宝鸡,金台,大庆路,戴家湾小区,140,整租,南,1500,,3,2,1,随时入住,暂无数据,需提前预约,低楼层,27,有,暂无数据,暂无数据,暂无数据,有,集中供暖
宝鸡,渭滨,桥南,盛华大厦,100,整租,南,1600,,2,2,1,随时入住,暂无数据,需提前预约,中楼层,23,有,暂无数据,民水,民电,有,集中供暖
宝鸡,渭滨,高新区,水木清華,92,整租,南,1800,,2,1,1,随时入住,暂无数据,需提前预约,中楼层,24,有,暂无数据,民水,民电,有,集中供暖
